tax_id,species,genus,family,order,class,phylum,clade,estimated_counts
1310417,Ferruginibacter paludis,Ferruginibacter,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,FCB group,406.909271744111
445220,Reyranella massiliensis,Reyranella,,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,640.988587848272
398037,Segetibacter koreensis,Segetibacter,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,FCB group,8716.96013546886
670293,Segetibacter aerophilus,Segetibacter,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,FCB group,15486.1598404407
1476,Sporosarcina psychrophila,Sporosarcina,Planococcaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,61.4110164575878
1210884,Gemmata massiliana,Gemmata,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetes,PVC group,101.648127327621
446786,Microlunatus aurantiacus,Microlunatus,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Terrabacteria group,1004.4587663432
1581411,Luteolibacter arcticus,Luteolibacter,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,PVC group,14.9583641300475
1518501,Bradyrhizobium valentinum,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,360.239117346109
1749074,Mycoplasma sp. (ex Biomphalaria glabrata),Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Terrabacteria group,422.146907434322
2675430,Ottowia flava,Ottowia,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,128.23111003628
1648232,Skermanella rubra,Skermanella,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,434.796316973544
1465490,Parafilimonas terrae,Parafilimonas,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,FCB group,463.986267555442
2580413,Microvirga brassicacearum,Microvirga,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,436.878751138124
1045317,Sphingomonas lutea,Sphingomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,,1018.03837452508
448141,Calditerricola yamamurae,Calditerricola,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,637.353920713277
398045,Flavisolibacter ginsengiterrae,Flavisolibacter,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,FCB group,885.411786694478
35799,Nitrosospira briensis,Nitrosospira,Nitrosomonadaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,,112.484283311057
2052936,Bacillus sp. Y-01,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,110.789314102279
1720298,Peptoniphilus phoceensis,Peptoniphilus,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes,Terrabacteria group,116.001416289485
264697,Peribacillus muralis,Peribacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,45.8266600737326
1005039,Fimbriimonas ginsengisoli,Fimbriimonas,Fimbriimonadaceae,Fimbriimonadales,Fimbriimonadia,Armatimonadetes,Terrabacteria group,2036.78539609711
309888,Deinococcus pimensis,Deinococcus,Deinococcaceae,Deinococcales,Deinococci,Deinococcus-Thermus,Terrabacteria group,243.37213769886
546871,Friedmanniella luteola,Friedmanniella,Nocardioidaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Terrabacteria group,122.368534473277
540746,Rudaea cellulosilytica,Rudaea,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,,99.8248523006734
1549638,Quisquiliibacterium transsilvanicum,Quisquiliibacterium,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,58.5671892338317
163879,Alkalihalobacillus decolorationis,Alkalihalobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,182.992115730797
512399,Paenibacillus pectinilyticus,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,150.583698964147
1789672,Skermanella mucosa,Skermanella,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,157.910795251588
1395955,Solirubrobacter taibaiensis,Solirubrobacter,Solirubrobacteraceae,Solirubrobacterales,Thermoleophilia,Actinobacteria,Terrabacteria group,219.978958890896
47495,Pedomicrobium americanum,Pedomicrobium,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,124.086885863612
161493,Anaeromyxobacter dehalogenans,Anaeromyxobacter,Anaeromyxobacteraceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,232.306210582045
1550385,Bacillus alkalitolerans,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,47.9694645674404
256701,Glutamicibacter arilaitensis,Glutamicibacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Terrabacteria group,20.8592370011221
33031,Peptoniphilus lacrimalis,Peptoniphilus,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes,Terrabacteria group,102.522803611069
2578107,Arthrobacter sp. KBS0702,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Terrabacteria group,408.810296139453
1796921,Ereboglobus luteus,Ereboglobus,Opitutaceae,Opitutales,Opitutae,Verrucomicrobia,PVC group,324.294236520737
169056,Nordella oligomobilis,Nordella,,Rhizobiales,Alphaproteobacteria,Proteobacteria,,563.954616148844
1812810,Rhodohalobacter halophilus,Rhodohalobacter,Balneolaceae,Balneolales,Balneolia,Balneolaeota,FCB group,185.119449012095
47498,Pedomicrobium manganicum,Pedomicrobium,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,641.606593391448
2024524,Terrimonas soli,Terrimonas,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,FCB group,158.311557788527
1307763,Kiritimatiella glycovorans,Kiritimatiella,Kiritimatiellaceae,Kiritimatiellales,Kiritimatiellae,Kiritimatiellaeota,PVC group,120.928353033465
279810,Thiobacter subterraneus,Thiobacter,,Burkholderiales,Betaproteobacteria,Proteobacteria,,279.337251130453
35839,Holophaga foetida,Holophaga,Holophagaceae,Holophagales,Holophagae,Acidobacteria,,231.685201938807
595692,Haloferula luteola,Haloferula,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,PVC group,41.7913110034415
748857,Roseimicrobium gellanilyticum,Roseimicrobium,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,PVC group,150.115839394018
388746,Puniceicoccus vermicola,Puniceicoccus,Puniceicoccaceae,Puniceicoccales,Opitutae,Verrucomicrobia,PVC group,174.499143641951
1442381,Dankookia rubra,Dankookia,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,387.322648763364
1707785,Massilia sp. WG5,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,69580.9694363905
1048340,Marininema mesophilum,Marininema,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,32.1270218144935
2053591,Planctomycetales bacterium,,,Planctomycetales,Planctomycetia,Planctomycetes,PVC group,313.898148567778
1850517,Paenibacillus oryzisoli,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,15.1776770885092
1592106,Terriglobus albidus,Terriglobus,Acidobacteriaceae,Acidobacteriales,Acidobacteriia,Acidobacteria,,48.1657540635154
2056494,Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20,,,,,Candidatus Saccharibacteria,Bacteria candidate phyla,940.060794471884
1141883,Massilia putida,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,42008.0166109204
467094,Ilumatobacter coccineus,Ilumatobacter,Ilumatobacteraceae,Acidimicrobiales,Acidimicrobiia,Actinobacteria,Terrabacteria group,18.21936307708
152260,Chloroflexus aggregans,Chloroflexus,Chloroflexaceae,Chloroflexales,Chloroflexia,Chloroflexi,Terrabacteria group,100.084989459581
502333,Ramlibacter ginsenosidimutans,Ramlibacter,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,6091.17884812327
357808,Roseiflexus sp. RS-1,Roseiflexus,Roseiflexaceae,Chloroflexales,Chloroflexia,Chloroflexi,Terrabacteria group,38.6002603582875
420412,Clostridium tepidiprofundi,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,Terrabacteria group,204.137077026725
890055,Pontibacter populi,Pontibacter,Hymenobacteraceae,Cytophagales,Cytophagia,Bacteroidetes,FCB group,97.4001091656923
400092,Pontibacter korlensis,Pontibacter,Hymenobacteraceae,Cytophagales,Cytophagia,Bacteroidetes,FCB group,15.9712462739594
345632,Geobacter pickeringii,Geobacter,Geobacteraceae,Desulfuromonadales,Deltaproteobacteria,Proteobacteria,,19.208319864446
940133,Sphingomonas limnosediminicola,Sphingomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,,256.673439187895
360056,Schlesneria paludicola,Schlesneria,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetes,PVC group,330.073091485374
412593,Thermosulfidibacter takaii,Thermosulfidibacter,,Aquificales,Aquificae,Aquificae,,128.795166940486
2558918,Nocardioides sp. SB3-45,Nocardioides,Nocardioidaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Terrabacteria group,182.403873468035
1703345,Niastella vici,Niastella,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,FCB group,481.937052907545
2528029,Planctomycetes bacterium Pan153,,,,,Planctomycetes,PVC group,30.9883186351454
462367,Flavisolibacter ginsengisoli,Flavisolibacter,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,FCB group,1567.07149569509
2596828,Microlunatus sp. KUDC0627,Microlunatus,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Terrabacteria group,16.9714058516324
29421,Nitrobacter vulgaris,Nitrobacter,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,15.0545473277663
888845,Minicystis rosea,Minicystis,,Myxococcales,Deltaproteobacteria,Proteobacteria,,371.027712053867
392409,Sphingomonas jaspsi,Sphingomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,,173.12017966291
33030,Peptoniphilus indolicus,Peptoniphilus,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes,Terrabacteria group,206.93514124597
1602942,Cytobacillus depressus,Cytobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,14.8355516161105
433646,Parafrigoribacterium mesophilum,Parafrigoribacterium,Microbacteriaceae,Micrococcales,Actinobacteria,Actinobacteria,Terrabacteria group,17.4780666029504
563170,Ferruginibacter alkalilentus,Ferruginibacter,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,FCB group,37.9031990991628
748831,Brevifollis gellanilyticus,Brevifollis,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,PVC group,16.3320920677014
658456,Angustibacter luteus,Angustibacter,Kineosporiaceae,Kineosporiales,Actinobacteria,Actinobacteria,Terrabacteria group,22.9777348973089
2572088,Candidatus Saccharibacteria bacterium oral taxon 957,,,,,Candidatus Saccharibacteria,Bacteria candidate phyla,71.5590242106982
673862,Candidatus Babela massiliensis,Candidatus Babela,Candidatus Babeliaceae,Candidatus Babeliales,Candidatus Babeliae,,Bacteria candidate phyla,181.999358092238
936456,Desulfurispirillum indicum,Desulfurispirillum,Chrysiogenaceae,Chrysiogenales,Chrysiogenetes,Chrysiogenetes,,27.7370644908481
591154,Methylacidiphilum fumariolicum,Methylacidiphilum,Methylacidiphilaceae,Methylacidiphilales,Methylacidiphilae,Verrucomicrobia,PVC group,75.9361834017805
1162965,Angustibacter aerolatus,Angustibacter,Kineosporiaceae,Kineosporiales,Actinobacteria,Actinobacteria,Terrabacteria group,22.2048472440133
1069813,Alkalihalobacillus berkeleyi,Alkalihalobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,24.865933025603
1041767,Methylacidimicrobium fagopyrum,Methylacidimicrobium,,,,Verrucomicrobia,PVC group,76.9619964672702
948519,Aeromonas rivipollensis,Aeromonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,Proteobacteria,,15.4109819056437
321983,Massilia albidiflava,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,6953.58660869708
1886785,Massilia agri,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,5501.33368330249
2603856,Lacisediminimonas profundi,Lacisediminimonas,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,3785.57816758065
742054,Paenibacillus sacheonensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,2210.93513844296
47229,Massilia timonae,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,746.987898674669
453817,Massilia aerilata,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,4416.37652267611
2039631,Ramlibacter alkalitolerans,Ramlibacter,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,4112.40861962853
470934,Pantoea vagans,Pantoea,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,,609.598833860634
796007,Massilia tieshanensis,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,2050.16540944061
1854496,Microvirga soli,Microvirga,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,1201.74788208512
1224511,Noviherbaspirillum suwonense,Noviherbaspirillum,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,2080.14077799552
292407,Dyadobacter crusticola,Dyadobacter,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,FCB group,13.6748127066482
321984,Massilia plicata,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,2246.39339061673
752657,Chungangia koreensis,Chungangia,,Lactobacillales,Bacilli,Firmicutes,Terrabacteria group,204.434072839002
279826,Mesobacillus foraminis,Mesobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,1312.1019022675
864828,Massilia umbonata,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,5522.14223947481
2283160,Psychrobacillus glaciei,Psychrobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,42.5161487440892
285983,Mesobacillus subterraneus,Mesobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,446.672880836996
424798,Rhizobium soli,Rhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,1479.60998315712
2600159,Arthrobacter sp. UKPF54-2,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Terrabacteria group,296.946189425021
544910,Massilia niabensis,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,1621.07660465133
1493691,Dyadobacter sediminis,Dyadobacter,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,FCB group,688.360618490972
82633,Cupriavidus pauculus,Cupriavidus,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,1026.70225786061
370439,Mesobacillus thioparans,Mesobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,71.7554787798566
1164594,Massilia yuzhufengensis,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,423.665894243525
1064516,Noviherbaspirillum canariense,Noviherbaspirillum,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,2888.42169773328
106592,Ensifer adhaerens,Ensifer,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,1580.08777729576
651661,Dyadobacter psychrophilus,Dyadobacter,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,FCB group,412.788701679296
1777134,Caballeronia turbans,Caballeronia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,13290.6128853663
2497863,Janthinobacterium sp. 17J80-10,Janthinobacterium,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,192.210409253059
2575374,Arthrobacter sp. 24S4-2,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Terrabacteria group,558.540528865835
945844,Massilia oculi,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,1528.31552069452
361575,Pseudarthrobacter phenanthrenivorans,Pseudarthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Terrabacteria group,2685.27794603604
728066,Pseudarthrobacter equi,Pseudarthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Terrabacteria group,110.009634020499
2072590,Massilia armeniaca,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,3724.69807063524
1064517,Noviherbaspirillum aurantiacum,Noviherbaspirillum,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,1857.51903124368
129985,Mesobacillus jeotgali,Mesobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,24.3664994879363
553,Pantoea ananatis,Pantoea,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,,369.643479672737
1303090,Massilia kyonggiensis,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,951.463219014837
760117,Massilia consociata,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,554.579050351773
294,Pseudomonas fluorescens,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,,798.39154753558
964,Herbaspirillum seropedicae,Herbaspirillum,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,3380.08702638659
1064518,Noviherbaspirillum soli,Noviherbaspirillum,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,2609.09577041166
648895,Massilia suwonensis,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,4284.31332229212
160699,Agrobacterium larrymoorei,Agrobacterium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,128.831172863589
2079227,Arthrobacter sp. PGP41,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Terrabacteria group,522.032799001079
151783,Cupriavidus campinensis,Cupriavidus,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,5713.82016767827
2086471,Adhaeribacter swui,Adhaeribacter,Hymenobacteraceae,Cytophagales,Cytophagia,Bacteroidetes,FCB group,6703.91099097107
990371,Daejeonella rubra,Daejeonella,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidetes,FCB group,1390.25695516378
442526,Massilia brevitalea,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,5320.28821235831
549,Pantoea agglomerans,Pantoea,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,,1327.95931303259
93220,Pandoraea pnomenusa,Pandoraea,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,168.853563152418
61624,Paenibacillus mucilaginosus,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,830.687812212525
321982,Massilia dura,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,158.826748537127
37928,Arthrobacter crystallopoietes,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Terrabacteria group,76.9818826997024
1772194,Massilia pinisoli,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,2365.9945920456
1408103,Mesobacillus campisalis,Mesobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,33.4275702842565
29443,Paucimonas lemoignei,Paucimonas,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,1076.47946165795
373040,Massilia aurea,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,759.084149057176
1811226,Massilia agilis,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,2269.59682323784
2590774,Pseudarthrobacter sp. NIBRBAC000502771,Pseudarthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Terrabacteria group,2880.78915084924
29320,Paenarthrobacter nicotinovorans,Paenarthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Terrabacteria group,588.232445137141
106590,Cupriavidus necator,Cupriavidus,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,4759.09252843617
861266,Pseudarthrobacter siccitolerans,Pseudarthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Terrabacteria group,798.070004808082
2045208,Massilia violaceinigra,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,2111.47194122758
481743,Paenibacillus sp. Y412MC10,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,16.011706398733
2100740,Pedobacter mongoliensis,Pedobacter,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidetes,FCB group,967.128050706831
85085,Pseudarthrobacter chlorophenolicus,Pseudarthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Terrabacteria group,520.920965048037
405212,Alicyclobacillus acidocaldarius,Alicyclobacillus,Alicyclobacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,17.124768396896
1777139,Caballeronia calidae,Caballeronia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,375.062873628389
1035707,Massilia namucuonensis,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,300.919104132799
76853,Solibacillus silvestris,Solibacillus,Planococcaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,61.5742363004683
1926872,Ramlibacter monticola,Ramlibacter,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,9241.81301977623
424218,Georgfuchsia toluolica,Georgfuchsia,Sterolibacteriaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,,59.0817378879233
94132,Ramlibacter tataouinensis,Ramlibacter,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,6071.76029226815
2035,Curtobacterium flaccumfaciens,Curtobacterium,Microbacteriaceae,Micrococcales,Actinobacteria,Actinobacteria,Terrabacteria group,1176.23595679427
1776165,Pseudoduganella eburnea,Pseudoduganella,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,1724.23801940103
589104,Rhizobium kunmingense,Rhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,13.701436040773
121292,Pseudarthrobacter sulfonivorans,Pseudarthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Terrabacteria group,98.9121011093331
1536707,Massilia arvi,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,3301.32303789039
592317,[Empedobacter] haloabium,Empedobacter,Weeksellaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,FCB group,1025.35954011082
169427,Paraburkholderia terricola,Paraburkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,595.51019261923
2590775,Pseudarthrobacter sp. NIBRBAC000502772,Pseudarthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Terrabacteria group,28.9091801790069
544911,Massilia niastensis,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,1035.11021632998
457923,Massilia haematophila,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,361.742968476517
246786,Metabacillus indicus,Metabacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,17.2219071097189
28202,Peredibacter starrii,Peredibacter,Bacteriovoracaceae,Bacteriovoracales,Oligoflexia,Proteobacteria,,759.499145160991
1578198,Neobacillus notoginsengisoli,Neobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,19.2902018620398
1805474,Bacillus mediterraneensis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,940.951353394006
363852,Pedobacter ginsengisoli,Pedobacter,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidetes,FCB group,396.207356285331
225347,Mesobacillus stamsii,Mesobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,22.889009287656
871742,Massilia flava,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,867.478082847488
2590785,Pseudarthrobacter sp. NIBRBAC000502770,Pseudarthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Terrabacteria group,1190.37046156506
648894,Massilia jejuensis,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,466.070840679584
410837,Pseudarthrobacter defluvii,Pseudarthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Terrabacteria group,921.100407661928
2518599,Pandoraea sp. XY-2,Pandoraea,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,289.757121513699
758793,Burkholderia insecticola,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,844.36420912863
2026176,Massilia phosphatilytica,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,969.42805763002
1588021,Arthrobacter sp. Hiyo4,Arthrobacter,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Terrabacteria group,182.135990786233
1678028,Massilia sp. NR 4-1,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,890.801326282729
93218,Pandoraea apista,Pandoraea,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,153.416331602316
1401,Paenibacillus lautus,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Terrabacteria group,14.2741099412351
539206,Pedobacter xinjiangensis,Pedobacter,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidetes,FCB group,572.802504875261
2025949,Herbaspirillum sp. meg3,Herbaspirillum,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,325.835203992525
34073,Variovorax paradoxus,Variovorax,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,502.836138814818
363849,Pedobacter panaciterrae,Pedobacter,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidetes,FCB group,423.52094337312
2559074,Pseudomonas sp. S150,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,,346.468833918307
2675388,Flavisolibacter galbus,Flavisolibacter,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,FCB group,1282.18426204109
2572087,Candidatus Saccharibacteria bacterium oral taxon 955,,,,,Candidatus Saccharibacteria,Bacteria candidate phyla,1162.65145722759
217203,Achromobacter spanius,Achromobacter,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,298.096540213273
1749036,Dyadobacter endophyticus,Dyadobacter,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,FCB group,402.04791606575
1402137,Microvirga zambiensis,Microvirga,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,1557.01365238572
